Execution_code,Repo,Message,time
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-DI","Get an old repo: Test17-2020-2021-B-DI","1607855129.258177"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-FL","Get an old repo: Test17-2020-2021-B-FL","1607855129.261972"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-EI","Get an old repo: Test17-2020-2021-B-EI","1607855129.263575"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-PE","Get an old repo: Test17-2020-2021-B-PE","1607855129.289627"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-EI","	- Welcome file already exists","1607855129.291337"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-OE","Get an old repo: Test17-2020-2021-B-OE","1607855129.305855"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-BI","	- Welcome file already exists","1607855129.329084"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-LE","	- Welcome file already exists","1607855129.333343"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-GL","	- Welcome file already exists","1607855129.340727"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-IL","	- Welcome file already exists","1607855129.351825"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-FL","	- Welcome file already exists","1607855129.35386"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-DI","	- Welcome file already exists","1607855129.355422"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-IL","Get an old repo: Test17-2020-2021-B-IL","1607855129.358711"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-HL","Get an old repo: Test17-2020-2021-B-HL","1607855129.359335"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-HL","	- Welcome file already exists","1607855129.360955"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-CI","Get an old repo: Test17-2020-2023-T-CI","1607855129.364876"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-NE","Get an old repo: Test17-2020-2021-B-NE","1607855129.368795"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-ME","	- Welcome file already exists","1607855129.371511"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-ME","Get an old repo: Test17-2020-2021-B-ME","1607855129.399143"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-LE","Get an old repo: Test17-2020-2021-B-LE","1607855129.401955"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-OE","	- Welcome file already exists","1607855129.405126"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-EI","Get an old repo: Test17-2020-2023-T-EI","1607855129.406902"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-BI","Get an old repo: Test17-2020-2023-T-BI","1607855129.409483"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-AI","	- Welcome file already exists","1607855129.411037"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-AI","Get an old repo: Test17-2020-2023-T-AI","1607855129.428665"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-CI","	- Welcome file already exists","1607855129.456627"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-BI","	- Welcome file already exists","1607855129.478511"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-DI","	- Welcome file already exists","1607855129.484691"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-CI","	- Welcome file already exists","1607855129.494625"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-DI","Get an old repo: Test17-2020-2023-T-DI","1607855129.496389"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-ME","Get an old repo: Test17-2020-2023-T-ME","1607855129.499287"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-LE","Get an old repo: Test17-2020-2023-T-LE","1607855129.502356"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-NE","Get an old repo: Test17-2020-2023-T-NE","1607855129.505177"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-GL","Get an old repo: Test17-2020-2023-T-GL","1607855129.509362"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-EI","	- Welcome file already exists","1607855129.511486"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-PE","	- Welcome file already exists","1607855129.513055"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-FL","Get an old repo: Test17-2020-2023-T-FL","1607855129.515807"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-B-NE","	- Welcome file already exists","1607855129.521062"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-OE","Get an old repo: Test17-2020-2023-T-OE","1607855129.521724"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-PE","Get an old repo: Test17-2020-2023-T-PE","1607855129.524478"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-OE","	- Welcome file already exists","1607855129.525268"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-IL","Get an old repo: Test17-2020-2023-T-IL","1607855129.531471"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-HL","Get an old repo: Test17-2020-2023-T-HL","1607855129.547698"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-DI","Get an old repo: Test17-2020-2022-T-DI","1607855129.573975"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-FL","	- Welcome file already exists","1607855129.579075"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-EI","Get an old repo: Test17-2020-2022-T-EI","1607855129.580641"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-GL","Get an old repo: Test17-2020-2021-B-GL","1607855129.605681"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-CI","	- Welcome file already exists","1607855129.625061"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-LE","	- Welcome file already exists","1607855129.628779"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-PE","	- Welcome file already exists","1607855129.631684"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-IL","	- Welcome file already exists","1607855129.636867"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-HL","	- Welcome file already exists","1607855129.640325"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-BI","Get an old repo: Test17-2020-2022-T-BI","1607855129.643413"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-AI","Get an old repo: Test17-2020-2022-T-AI","1607855129.645761"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-AI","	- Welcome file already exists","1607855129.650612"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-CI","Get an old repo: Test17-2020-2022-T-CI","1607855129.654143"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-EI","	- Welcome file already exists","1607855129.673852"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-ME","	- Welcome file already exists","1607855129.681125"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-GL","Get an old repo: Test17-2020-2022-T-GL","1607855129.702874"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-HL","Get an old repo: Test17-2020-2022-T-HL","1607855129.710656"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-ME","	- Welcome file already exists","1607855129.722596"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-LE","	- Welcome file already exists","1607855129.730311"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-NE","	- Welcome file already exists","1607855129.751421"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-IL","Get an old repo: Test17-2020-2022-T-IL","1607855129.778796"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-GL","	- Welcome file already exists","1607855129.780536"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-NE","	- Welcome file already exists","1607855129.78866"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-PE","	- Welcome file already exists","1607855129.794468"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-ME","Get an old repo: Test17-2020-2022-T-ME","1607855129.796597"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-IL","	- Welcome file already exists","1607855129.80258"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-BI","	- Welcome file already exists","1607855129.803495"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-OE","	- Welcome file already exists","1607855129.819125"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-FL","	- Welcome file already exists","1607855129.822171"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-FL","Get an old repo: Test17-2020-2022-T-FL","1607855129.826779"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-DI","	- Welcome file already exists","1607855129.835525"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-DI","	- Welcome file already exists","1607855129.846719"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-EI","	- Welcome file already exists","1607855129.847818"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-NE","Get an old repo: Test17-2020-2022-T-NE","1607855129.851203"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-B-GL","	- Welcome file already exists","1607855129.863463"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-LE","Get an old repo: Test17-2020-2022-T-LE","1607855129.864031"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-OE","Get an old repo: Test17-2020-2022-T-OE","1607855129.89133"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-CI","	- Welcome file already exists","1607855129.892595"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-AI","Get an old repo: Test17-2020-2021-T-AI","1607855129.894729"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2023-T-HL","	- Welcome file already exists","1607855129.90959"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-BI","	- Welcome file already exists","1607855129.920013"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-HL","	- Welcome file already exists","1607855129.94946"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-CI","Get an old repo: Test17-2020-2021-T-CI","1607855129.951305"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-PE","Get an old repo: Test17-2020-2022-T-PE","1607855129.957048"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-EI","Get an old repo: Test17-2020-2021-T-EI","1607855129.973105"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-AI","	- Welcome file already exists","1607855129.9818"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-IL","	- Welcome file already exists","1607855130.008673"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-LE","	- Welcome file already exists","1607855130.09267"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-GL","	- Welcome file already exists","1607855130.093597"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-ME","	- Welcome file already exists","1607855130.104424"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-BI","Get an old repo: Test17-2020-2021-T-BI","1607855130.108565"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-FL","	- Welcome file already exists","1607855130.134179"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-DI","Get an old repo: Test17-2020-2021-T-DI","1607855130.137092"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-NE","	- Welcome file already exists","1607855130.138719"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-IL","Get an old repo: Test17-2020-2021-T-IL","1607855130.140172"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-GL","Get an old repo: Test17-2020-2021-T-GL","1607855130.146005"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-AI","	- Welcome file already exists","1607855130.169088"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-FL","Get an old repo: Test17-2020-2021-T-FL","1607855130.184735"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-OE","	- Welcome file already exists","1607855130.188559"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-ME","Get an old repo: Test17-2020-2021-T-ME","1607855130.199576"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-PE","Get an old repo: Test17-2020-2021-T-PE","1607855130.217136"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-EI","	- Welcome file already exists","1607855130.218618"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-OE","Get an old repo: Test17-2020-2021-T-OE","1607855130.22019"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-LE","Get an old repo: Test17-2020-2021-T-LE","1607855130.223297"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-CI","	- Welcome file already exists","1607855130.226691"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2022-T-PE","	- Welcome file already exists","1607855130.241333"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-NE","Get an old repo: Test17-2020-2021-T-NE","1607855130.253388"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-DI","	- Welcome file already exists","1607855130.392036"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-HL","Get an old repo: Test17-2020-2021-T-HL","1607855130.395349"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-BI","	- Welcome file already exists","1607855130.405907"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-ME","	- Welcome file already exists","1607855130.444109"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-FL","	- Welcome file already exists","1607855130.450152"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-OE","	- Welcome file already exists","1607855130.450962"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-IL","	- Welcome file already exists","1607855130.4823"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-PE","	- Welcome file already exists","1607855130.487163"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-LE","	- Welcome file already exists","1607855130.492781"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-NE","	- Welcome file already exists","1607855130.575979"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-GL","	- Welcome file already exists","1607855130.645155"
"1607855128.472743","CastellaniDavideTest/Test17-2020-2021-T-HL","	- Welcome file already exists","1607855130.685053"
"1607855128.472743","No repo","Ended: 2020-12-13 10:25:31.515901","1607855131.515941"
"1607855128.472743","No repo","Total time: 0:00:03.043211
","1607855131.515969"
